Date;Ticker;Close
7/03/2024;ABT;1,2092E+16
8/03/2024;ABT;1,2096E+16
11/03/2024;ABT;1,2019E+16
12/03/2024;ABT;1,2076E+16
13/03/2024;ABT;1,2016E+16
14/03/2024;ABT;1,1885E+15
15/03/2024;ABT;1,1549E+16
18/03/2024;ABT;1,1244E+16
19/03/2024;ABT;1,1316E+16
20/03/2024;ABT;1115
21/03/2024;ABT;1,1151E+16
22/03/2024;ABT;1,1057E+16
25/03/2024;ABT;1,1001E+16
26/03/2024;ABT;1115
27/03/2024;ABT;1,1348E+15
28/03/2024;ABT;1,1366E+16
2/01/2024;ABBV;1,5982E+16
3/01/2024;ABBV;1,6046E+15
4/01/2024;ABBV;1,6146E+15
5/01/2024;ABBV;1,6214E+16
8/01/2024;ABBV;1,6143E+16
9/01/2024;ABBV;1,6231E+16
10/01/2024;ABBV;1,6489E+16
11/01/2024;ABBV;1,6378E+16
12/01/2024;ABBV;1,624E+16
16/01/2024;ABBV;1,6148E+16
17/01/2024;ABBV;1,6204E+15
18/01/2024;ABBV;1,633E+15
19/01/2024;ABBV;1,6477E+16
22/01/2024;ABBV;1,6539E+16
23/01/2024;ABBV;1675
24/01/2024;ABBV;1,6422E+16
25/01/2024;ABBV;1,6513E+15
26/01/2024;ABBV;1,644E+16
29/01/2024;ABBV;1,6391E+16
30/01/2024;ABBV;1,6492E+15
31/01/2024;ABBV;1,644E+16
1/02/2024;ABBV;1,6759E+16
2/02/2024;ABBV;1,6867E+15
5/02/2024;ABBV;1,7126E+16
6/02/2024;ABBV;1,7329E+15
7/02/2024;ABBV;1,7501E+16
8/02/2024;ABBV;1,7479E+15
9/02/2024;ABBV;1,7408E+15
12/02/2024;ABBV;1,7307E+16
13/02/2024;ABBV;1,7329E+15
14/02/2024;ABBV;1,7442E+15
15/02/2024;ABBV;1,7659E+16
16/02/2024;ABBV;1,7749E+16
20/02/2024;ABBV;17575
21/02/2024;ABBV;1,7514E+16
22/02/2024;ABBV;17675
23/02/2024;ABBV;1,7809E+16
26/02/2024;ABBV;1,7881E+16
27/02/2024;ABBV;1,7899E+16
28/02/2024;ABBV;1780
29/02/2024;ABBV;1,7605E+15
1/03/2024;ABBV;1,7891E+16
4/03/2024;ABBV;1,7705E+15
5/03/2024;ABBV;1,7916E+16
6/03/2024;ABBV;1,8106E+16
7/03/2024;ABBV;1,8057E+16
8/03/2024;ABBV;1,7885E+16
11/03/2024;ABBV;1,7963E+15
12/03/2024;ABBV;1,8092E+15
13/03/2024;ABBV;1,7986E+16
14/03/2024;ABBV;1,812E+15
15/03/2024;ABBV;1,7788E+15
18/03/2024;ABBV;1,7849E+16
19/03/2024;ABBV;1,7966E+16
20/03/2024;ABBV;1,7627E+16
21/03/2024;ABBV;1775
22/03/2024;ABBV;1,7845E+15
25/03/2024;ABBV;1,7853E+16
26/03/2024;ABBV;1,7919E+16
27/03/2024;ABBV;1,8035E+16
28/03/2024;ABBV;1,821E+16
2/01/2024;ACN;3,4692E+15
3/01/2024;ACN;3,3792E+15
4/01/2024;ACN;3,3709E+15
5/01/2024;ACN;3,3662E+15
8/01/2024;ACN;3,4035E+15
9/01/2024;ACN;34275
10/01/2024;ACN;3,4533E+15
11/01/2024;ACN;3,4797E+15
12/01/2024;ACN;3,5633E+15
16/01/2024;ACN;3,5456E+16
17/01/2024;ACN;3,5365E+15
18/01/2024;ACN;3,5955E+16
19/01/2024;ACN;3,639E+15
22/01/2024;ACN;3,6721E+15
23/01/2024;ACN;3,6986E+15
24/01/2024;ACN;3,689E+15
25/01/2024;ACN;3,7194E+16
26/01/2024;ACN;3,7107E+16
29/01/2024;ACN;3,7335E+15
30/01/2024;ACN;3,713E+16
31/01/2024;ACN;3,6388E+15
1/02/2024;ACN;3,7091E+15
2/02/2024;ACN;3,7295E+16
5/02/2024;ACN;3,7034E+15
6/02/2024;ACN;3,647E+16
7/02/2024;ACN;3,6665E+15
8/02/2024;ACN;3,6848E+15
9/02/2024;ACN;3,7167E+15
12/02/2024;ACN;3,6743E+16
13/02/2024;ACN;3,6281E+16
14/02/2024;ACN;3,7098E+15
15/02/2024;ACN;3,7151E+14
16/02/2024;ACN;3,6948E+15
20/02/2024;ACN;3,6295E+16
21/02/2024;ACN;3,6091E+15
22/02/2024;ACN;3,7131E+16
23/02/2024;ACN;3,7732E+16
26/02/2024;ACN;3,7748E+15
27/02/2024;ACN;3,7791E+15
28/02/2024;ACN;3,7803E+15
29/02/2024;ACN;3,7478E+15
1/03/2024;ACN;3,8099E+14
4/03/2024;ACN;3,8371E+15
5/03/2024;ACN;3,7688E+15
6/03/2024;ACN;3,8083E+15
7/03/2024;ACN;3,8691E+15
8/03/2024;ACN;3,7817E+15
11/03/2024;ACN;3,7322E+15
12/03/2024;ACN;3,8048E+15
13/03/2024;ACN;3,7872E+15
14/03/2024;ACN;3,7821E+15
15/03/2024;ACN;3,746E+15
18/03/2024;ACN;3,7267E+15
19/03/2024;ACN;3,7808E+15
20/03/2024;ACN;3,8044E+16
21/03/2024;ACN;3,4503E+15
22/03/2024;ACN;3375
25/03/2024;ACN;3,3382E+16
26/03/2024;ACN;3,3639E+15
27/03/2024;ACN;3,4094E+16
28/03/2024;ACN;3,4661E+15
2/01/2024;ADBE;5,8007E+15
3/01/2024;ADBE;5,7179E+15
4/01/2024;ADBE;5,6705E+15
5/01/2024;ADBE;5,646E+15
8/01/2024;ADBE;5,8055E+15
9/01/2024;ADBE;5,862E+15
10/01/2024;ADBE;5,9103E+14
11/01/2024;ADBE;5,9749E+14
12/01/2024;ADBE;5,9654E+15
16/01/2024;ADBE;5,9768E+15
17/01/2024;ADBE;5,961E+15
18/01/2024;ADBE;5,937E+15
19/01/2024;ADBE;6,1155E+15
22/01/2024;ADBE;6,0359E+15
23/01/2024;ADBE;5,9718E+15
24/01/2024;ADBE;6,0648E+13
25/01/2024;ADBE;6,2258E+15
26/01/2024;ADBE;6,1393E+15
29/01/2024;ADBE;6,3023E+13
30/01/2024;ADBE;6,2796E+15
31/01/2024;ADBE;6,1778E+14
1/02/2024;ADBE;6,2791E+15
2/02/2024;ADBE;6,3476E+14
5/02/2024;ADBE;6305
6/02/2024;ADBE;6,0714E+15
7/02/2024;ADBE;6,1585E+15
8/02/2024;ADBE;6,1586E+15
9/02/2024;ADBE;6,2721E+15
12/02/2024;ADBE;6,1184E+15
13/02/2024;ADBE;6,0189E+15
14/02/2024;ADBE;6,0466E+15
15/02/2024;ADBE;5,9044E+15
16/02/2024;ADBE;5,4666E+15
20/02/2024;ADBE;5,4191E+15
21/02/2024;ADBE;5,3852E+13
22/02/2024;ADBE;5,3757E+15
23/02/2024;ADBE;5,5344E+15
26/02/2024;ADBE;5,6048E+13
27/02/2024;ADBE;5,5249E+14
28/02/2024;ADBE;5,5182E+15
29/02/2024;ADBE;5,6028E+14
1/03/2024;ADBE;5,7093E+15
4/03/2024;ADBE;5,6794E+15
5/03/2024;ADBE;5,4484E+15
6/03/2024;ADBE;5,4309E+15
7/03/2024;ADBE;5,5604E+15
8/03/2024;ADBE;5,5169E+15
11/03/2024;ADBE;5,6042E+15
12/03/2024;ADBE;5,7914E+15
13/03/2024;ADBE;5,7355E+15
14/03/2024;ADBE;5,7045E+15
15/03/2024;ADBE;4,9246E+15
18/03/2024;ADBE;5,1386E+15
19/03/2024;ADBE;5,2119E+15
20/03/2024;ADBE;5,1914E+15
21/03/2024;ADBE;51125
22/03/2024;ADBE;4,9952E+15
25/03/2024;ADBE;5,0723E+15
26/03/2024;ADBE;5,076E+15
27/03/2024;ADBE;5,044E+15
28/03/2024;ADBE;5,046E+15
2/01/2024;AMD;1,3858E+15
3/01/2024;AMD;1,3532E+16
4/01/2024;AMD;1,3601E+16
5/01/2024;AMD;1,3858E+15
8/01/2024;AMD;1,4618E+16
9/01/2024;AMD;1,4926E+16
10/01/2024;AMD;1,4854E+15
11/01/2024;AMD;1,4802E+16
12/01/2024;AMD;1,4656E+16
16/01/2024;AMD;1,5874E+16
17/01/2024;AMD;1,6017E+15
18/01/2024;AMD;1,6267E+15
19/01/2024;AMD;1,7423E+16
22/01/2024;AMD;1,6818E+16
23/01/2024;AMD;1,6842E+15
24/01/2024;AMD;1,7829E+15
25/01/2024;AMD;1,8033E+15
26/01/2024;AMD;17725
29/01/2024;AMD;1,7783E+15
30/01/2024;AMD;1,7206E+16
31/01/2024;AMD;1,6769E+16
1/02/2024;AMD;1,7048E+16
2/02/2024;AMD;1,7766E+16
5/02/2024;AMD;1,7423E+16
6/02/2024;AMD;1,6788E+15
7/02/2024;AMD;1,7094E+16
8/02/2024;AMD;1,6935E+16
9/02/2024;AMD;1,7248E+16
12/02/2024;AMD;1,7191E+16
13/02/2024;AMD;1,7154E+15
14/02/2024;AMD;1,787E+15
15/02/2024;AMD;1,7676E+16
16/02/2024;AMD;1,7387E+15
20/02/2024;AMD;1,6569E+16
21/02/2024;AMD;1,6429E+15
22/02/2024;AMD;1,8186E+16
23/02/2024;AMD;1,7652E+16
26/02/2024;AMD;1,7601E+16
27/02/2024;AMD;1780
28/02/2024;AMD;1,7654E+15
29/02/2024;AMD;1,9253E+16
1/03/2024;AMD;2,0264E+16
4/03/2024;AMD;2,0536E+16
5/03/2024;AMD;2,0513E+15
6/03/2024;AMD;2,1063E+15
7/03/2024;AMD;2,1138E+15
8/03/2024;AMD;2,0739E+16
11/03/2024;AMD;1,9839E+16
12/03/2024;AMD;2,0276E+16
13/03/2024;AMD;1,9479E+15
14/03/2024;AMD;1,8706E+16
15/03/2024;AMD;1,9106E+16
18/03/2024;AMD;1,9065E+16
19/03/2024;AMD;1,8142E+15
20/03/2024;AMD;1,7973E+16
21/03/2024;AMD;1,7868E+16
22/03/2024;AMD;1,7965E+16
25/03/2024;AMD;1,7863E+15
26/03/2024;AMD;1,7787E+15
27/03/2024;AMD;1,7959E+16
28/03/2024;AMD;1,8049E+16
2/01/2024;AES;1,934E+15
3/01/2024;AES;1,893E+15
4/01/2024;AES;1,887E+14
5/01/2024;AES;1,88E+16
8/01/2024;AES;1,907E+15
9/01/2024;AES;1,886E+16
10/01/2024;AES;1,888E+14
11/01/2024;AES;1,803E+16
12/01/2024;AES;1,844E+16
16/01/2024;AES;1,789E+16
17/01/2024;AES;1,74E+16
18/01/2024;AES;1,738E+14
19/01/2024;AES;1,689E+16
22/01/2024;AES;1,678E+16
23/01/2024;AES;1,681E+16
24/01/2024;AES;165
25/01/2024;AES;1,713E+14
26/01/2024;AES;1,715E+16
29/01/2024;AES;1,728E+16
30/01/2024;AES;1,697E+16
31/01/2024;AES;1,668E+15
1/02/2024;AES;1,716E+15
2/02/2024;AES;1,702E+16
5/02/2024;AES;1,651E+16
6/02/2024;AES;165
7/02/2024;AES;1,632E+15
8/02/2024;AES;1,62E+16
9/02/2024;AES;1,646E+16
12/02/2024;AES;1,688E+14
13/02/2024;AES;160
14/02/2024;AES;1,614E+16
15/02/2024;AES;1,678E+16
16/02/2024;AES;1,677E+16
20/02/2024;AES;1,642E+16
21/02/2024;AES;1,655E+16
22/02/2024;AES;160
23/02/2024;AES;160
26/02/2024;AES;1,555E+16
27/02/2024;AES;1,51E+16
28/02/2024;AES;1,506E+14
29/02/2024;AES;1,52E+16
1/03/2024;AES;1,547E+16
4/03/2024;AES;1,607E+15
5/03/2024;AES;1,615E+16
6/03/2024;AES;1,622E+16
7/03/2024;AES;1,616E+15
8/03/2024;AES;1625
11/03/2024;AES;1,639E+16
12/03/2024;AES;1,594E+14
13/03/2024;AES;1575
14/03/2024;AES;1,503E+16
15/03/2024;AES;1,501E+16
18/03/2024;AES;1,488E+16
19/03/2024;AES;1,554E+16
20/03/2024;AES;1,554E+16
21/03/2024;AES;1,576E+16
22/03/2024;AES;1,624E+16
25/03/2024;AES;1,645E+16
26/03/2024;AES;1,664E+16
27/03/2024;AES;1725
28/03/2024;AES;1,793E+15
2/01/2024;AFL;8,328E+15
3/01/2024;AFL;8,319E+15
4/01/2024;AFL;8,23E+15
5/01/2024;AFL;8,272E+15
8/01/2024;AFL;8,287E+15
9/01/2024;AFL;8,055E+15
10/01/2024;AFL;8,264E+15
11/01/2024;AFL;8,269E+15
12/01/2024;AFL;8,274E+15
16/01/2024;AFL;8,253E+15
17/01/2024;AFL;8,283E+15
18/01/2024;AFL;8,361E+15
19/01/2024;AFL;8,437E+15
22/01/2024;AFL;845
23/01/2024;AFL;8,464E+15
24/01/2024;AFL;850
25/01/2024;AFL;8,489E+15
26/01/2024;AFL;8,531E+15
29/01/2024;AFL;8,459E+15
30/01/2024;AFL;8,573E+14
31/01/2024;AFL;8,434E+15
1/02/2024;AFL;7,62E+15
2/02/2024;AFL;7,682E+15
5/02/2024;AFL;7,633E+15
6/02/2024;AFL;7,692E+15
7/02/2024;AFL;7,883E+15
8/02/2024;AFL;7,811E+15
9/02/2024;AFL;7,823E+14
12/02/2024;AFL;7,851E+15
13/02/2024;AFL;7,806E+15
14/02/2024;AFL;7,892E+15
15/02/2024;AFL;8,017E+15
16/02/2024;AFL;7,938E+15
20/02/2024;AFL;7,878E+15
21/02/2024;AFL;7,926E+15
22/02/2024;AFL;7,965E+14
23/02/2024;AFL;8,041E+15
26/02/2024;AFL;7,97E+15
27/02/2024;AFL;8,021E+15
28/02/2024;AFL;8,056E+15
29/02/2024;AFL;8,074E+15
1/03/2024;AFL;8,043E+15
4/03/2024;AFL;7,974E+15
5/03/2024;AFL;8,083E+15
6/03/2024;AFL;8,216E+15
7/03/2024;AFL;8,229E+15
8/03/2024;AFL;8,211E+15
11/03/2024;AFL;8,317E+15
12/03/2024;AFL;8,294E+15
13/03/2024;AFL;8,38E+15
14/03/2024;AFL;8,357E+15
15/03/2024;AFL;8,437E+15
18/03/2024;AFL;8,449E+15
19/03/2024;AFL;8,434E+15
20/03/2024;AFL;8,498E+14
21/03/2024;AFL;8,502E+14
22/03/2024;AFL;8,416E+15
25/03/2024;AFL;8,481E+15
26/03/2024;AFL;8,495E+15
27/03/2024;AFL;8,562E+15
28/03/2024;AFL;8,586E+15
2/01/2024;A;13875
3/01/2024;A;1,3116E+16
4/01/2024;A;1310
5/01/2024;A;1,3056E+16
8/01/2024;A;1,3338E+15
9/01/2024;A;1,3068E+16
10/01/2024;A;1,3109E+16
11/01/2024;A;1,2968E+16
12/01/2024;A;1,3054E+15
16/01/2024;A;1,3053E+16
17/01/2024;A;1,2812E+15
18/01/2024;A;1,3046E+15
19/01/2024;A;1,3122E+16
22/01/2024;A;1,3255E+15
23/01/2024;A;1,3164E+16
24/01/2024;A;1,2978E+16
25/01/2024;A;1,2988E+15
26/01/2024;A;1,3099E+16
29/01/2024;A;1,3283E+15
30/01/2024;A;1,3428E+16
31/01/2024;A;1,301E+16
1/02/2024;A;1,3305E+15
2/02/2024;A;1,3297E+16
5/02/2024;A;1,3282E+16
6/02/2024;A;1,3586E+16
7/02/2024;A;1,3279E+15
8/02/2024;A;1,3407E+16
9/02/2024;A;1,3334E+16
12/02/2024;A;1,3231E+16
13/02/2024;A;1,2976E+16
14/02/2024;A;1,3224E+16
15/02/2024;A;13475
16/02/2024;A;1,3484E+16
20/02/2024;A;1,3414E+16
21/02/2024;A;1,3533E+15
22/02/2024;A;1,3202E+16
23/02/2024;A;1,3203E+16
26/02/2024;A;1,3149E+16
27/02/2024;A;1,3255E+15
28/02/2024;A;1,3701E+16
29/02/2024;A;1,3736E+16
1/03/2024;A;1,3906E+16
4/03/2024;A;1,4286E+16
5/03/2024;A;1,4435E+16
6/03/2024;A;1,4622E+16
7/03/2024;A;1,4931E+16
8/03/2024;A;1,4787E+15
11/03/2024;A;1,4729E+15
12/03/2024;A;1,4784E+16
13/03/2024;A;1,4782E+16
14/03/2024;A;1,4521E+15
15/03/2024;A;1,4748E+16
18/03/2024;A;1,4609E+16
19/03/2024;A;1,4739E+16
20/03/2024;A;1,4728E+16
21/03/2024;A;1,4874E+16
22/03/2024;A;1,4745E+15
25/03/2024;A;1,4556E+16
26/03/2024;A;1,4441E+16
27/03/2024;A;1,4737E+15
28/03/2024;A;1,4551E+16
2/01/2024;APD;2,7347E+15
3/01/2024;APD;2,7086E+15
4/01/2024;APD;27025
5/01/2024;APD;2,7015E+15
8/01/2024;APD;2,7284E+15
9/01/2024;APD;2,6809E+15
10/01/2024;APD;2,6696E+15
11/01/2024;APD;2,6459E+15
12/01/2024;APD;2,6413E+15
16/01/2024;APD;2,6045E+16
17/01/2024;APD;2,6014E+15
18/01/2024;APD;2,6003E+15
19/01/2024;APD;2,6064E+15
22/01/2024;APD;2,6093E+16
23/01/2024;APD;2,6324E+14
24/01/2024;APD;2,5716E+15
25/01/2024;APD;2,6365E+15
26/01/2024;APD;2,619E+15
29/01/2024;APD;2,6113E+15
30/01/2024;APD;2,5928E+15
31/01/2024;APD;2,5571E+15
1/02/2024;APD;2,5956E+16
2/02/2024;APD;2,5817E+15
5/02/2024;APD;2,1802E+16
6/02/2024;APD;2,1805E+15
7/02/2024;APD;2,1538E+15
8/02/2024;APD;2,1991E+16
9/02/2024;APD;2,1984E+16
12/02/2024;APD;2,2259E+16
13/02/2024;APD;2,1761E+16
14/02/2024;APD;2,1701E+16
15/02/2024;APD;2,2695E+15
16/02/2024;APD;2,2685E+16
20/02/2024;APD;2,2809E+16
21/02/2024;APD;2,281E+16
22/02/2024;APD;2315
23/02/2024;APD;2,3279E+15
26/02/2024;APD;2,2936E+16
27/02/2024;APD;2,3173E+16
28/02/2024;APD;2,3241E+16
29/02/2024;APD;2,3404E+15
1/03/2024;APD;2360
4/03/2024;APD;2,3841E+16
5/03/2024;APD;2,3958E+15
6/03/2024;APD;2,431E+16
7/03/2024;APD;2,4517E+15
8/03/2024;APD;2,4161E+16
11/03/2024;APD;2,4794E+16
12/03/2024;APD;2,4487E+15
13/03/2024;APD;2,4729E+15
14/03/2024;APD;2,4514E+16
15/03/2024;APD;2,4463E+15
18/03/2024;APD;2,4561E+16
19/03/2024;APD;2,4182E+16
20/03/2024;APD;2,3895E+15
21/03/2024;APD;2,3549E+16
22/03/2024;APD;2,3671E+15
25/03/2024;APD;2,3756E+16
26/03/2024;APD;2,3783E+15
27/03/2024;APD;2,431E+16
28/03/2024;APD;2,4227E+16
2/01/2024;ABNB;1,3448E+16
3/01/2024;ABNB;1,3342E+15
4/01/2024;ABNB;1,3372E+16
5/01/2024;ABNB;1,3598E+16
8/01/2024;ABNB;1,4008E+15
9/01/2024;ABNB;1,3953E+16
10/01/2024;ABNB;1,3976E+16
11/01/2024;ABNB;1,3945E+15
12/01/2024;ABNB;1,3714E+16
16/01/2024;ABNB;1,3502E+16
17/01/2024;ABNB;1,3498E+16
18/01/2024;ABNB;1,3704E+15
19/01/2024;ABNB;1,3993E+16
22/01/2024;ABNB;1,4201E+16
23/01/2024;ABNB;1,423E+15
24/01/2024;ABNB;1,4119E+16
25/01/2024;ABNB;1,4211E+16
26/01/2024;ABNB;1,4962E+15
29/01/2024;ABNB;1,527E+15
30/01/2024;ABNB;1,4944E+16
31/01/2024;ABNB;1,4414E+16
1/02/2024;ABNB;1,4649E+16
2/02/2024;ABNB;1,4655E+15
5/02/2024;ABNB;1,4478E+16
6/02/2024;ABNB;1,4453E+16
7/02/2024;ABNB;1,4755E+15
8/02/2024;ABNB;1,5054E+15
9/02/2024;ABNB;1,47595E+16
12/02/2024;ABNB;1,538E+15
13/02/2024;ABNB;1,5082E+16
14/02/2024;ABNB;1,482E+15
15/02/2024;ABNB;1,5769E+16
16/02/2024;ABNB;1,5251E+16
20/02/2024;ABNB;1,4815E+16
21/02/2024;ABNB;1,4924E+16
22/02/2024;ABNB;1,5526E+16
23/02/2024;ABNB;1,5266E+16
26/02/2024;ABNB;1,4927E+16
27/02/2024;ABNB;1,5206E+16
28/02/2024;ABNB;1,5343E+16
29/02/2024;ABNB;1,5747E+16
1/03/2024;ABNB;1,5972E+16
4/03/2024;ABNB;1,5809E+16
5/03/2024;ABNB;1,5933E+15
6/03/2024;ABNB;1,6387E+15
7/03/2024;ABNB;1,6354E+15
8/03/2024;ABNB;1,6491E+16
11/03/2024;ABNB;1,6299E+16
12/03/2024;ABNB;1,6667E+15
13/03/2024;ABNB;1,6476E+16
14/03/2024;ABNB;1,6644E+16
15/03/2024;ABNB;1,6064E+16
18/03/2024;ABNB;1,6186E+16
19/03/2024;ABNB;1,6179E+15
20/03/2024;ABNB;1,6471E+15
21/03/2024;ABNB;1,6818E+16
22/03/2024;ABNB;1,6786E+16
25/03/2024;ABNB;1,6799E+16
26/03/2024;ABNB;1,6739E+16
27/03/2024;ABNB;1,6641E+16
28/03/2024;ABNB;1,6496E+15
2/01/2024;AKAM;1,1688E+16
3/01/2024;AKAM;1,1631E+16
4/01/2024;AKAM;1,1463E+16
5/01/2024;AKAM;1,1433E+16
8/01/2024;AKAM;1,1599E+16
9/01/2024;AKAM;1,157E+16
10/01/2024;AKAM;1,1608E+16
11/01/2024;AKAM;1,1728E+16
12/01/2024;AKAM;1,181E+15
16/01/2024;AKAM;1,1847E+16
17/01/2024;AKAM;1,1771E+16
18/01/2024;AKAM;1,1933E+16
19/01/2024;AKAM;1,2035E+15
22/01/2024;AKAM;1,2189E+16
23/01/2024;AKAM;1,2323E+15
24/01/2024;AKAM;1,2376E+16
25/01/2024;AKAM;1,2366E+16
26/01/2024;AKAM;1,2306E+16
29/01/2024;AKAM;1,2453E+16
30/01/2024;AKAM;1,2466E+16
31/01/2024;AKAM;1,2323E+15
1/02/2024;AKAM;1,2404E+16
2/02/2024;AKAM;1,2441E+16
5/02/2024;AKAM;1,2461E+16
6/02/2024;AKAM;1,2448E+15
7/02/2024;AKAM;1,2557E+16
